Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	FourWayAcc	Best
181	45	0.500667	0.504667	0.882667	0
181	46	0.501333	0.509	0.886	0
181	47	0.501	0.504667	0.883333	0
181	48	0.501333	0.536333	0.891333	0
181	49	0.500667	0.506	0.883667	0
181	50	0.501667	0.538	0.892667	0
181	51	0.500667	0.502667	0.874333	0
181	52	0.500667	0.534667	0.885	0
181	53	0.502	0.536	0.890667	0
181	54	0.501333	0.535333	0.888667	0
181	55	0.501	0.504	0.881667	0
181	56	0.501	0.505667	0.884	0
181	57	0.501	0.535667	0.888	0
181	58	0.501	0.539333	0.893667	0
181	59	0.500667	0.502333	0.869333	0
181	60	0.500333	0.534667	0.883667	0
181	61	0.500333	0.503333	0.877	0
181	62	0.500667	0.507333	0.884667	0
181	63	0.500333	0.507333	0.883	0
181	64	0.501667	0.504667	0.883667	0
181	65	0.501667	0.508	0.886667	0
181	66	0.502	0.508	0.888333	1
181	67	0.502	0.506333	0.885333	0
181	68	0.501	0.509333	0.885333	0
181	69	0.500333	0.502667	0.869	0
181	70	0.501333	0.505667	0.884333	0
181	71	0.500667	0.502	0.868667	0
181	72	0.502	0.537333	0.892333	0
181	73	0.501333	0.508333	0.885667	0
181	74	0.501	0.536667	0.891667	0
181	75	0.501667	0.506667	0.885667	0
181	76	0.501667	0.537667	0.892333	0
181	77	0.501667	0.537	0.892	0
181	78	0.501	0.504333	0.883	0
181	79	0.500667	0.505667	0.883333	0
181	80	0.501333	0.538667	0.892667	0
181	81	0.502667	0.507333	0.887	0
181	82	0.501	0.503333	0.88	0
181	83	0.502333	0.507667	0.887667	0
181	84	0.501667	0.508333	0.888	0
182	1	0.5	0.516	0.867333	0
182	2	0.5	0.515333	0.866667	0
182	3	0.5	0.513667	0.866333	0
182	4	0.501333	0.502333	0.848333	0
182	5	0.501333	0.502667	0.85	0
182	6	0.500333	0.504333	0.854	0
182	7	0.501	0.503333	0.853	0
182	8	0.501	0.504667	0.858333	0
182	9	0.500667	0.513	0.873333	0
182	10	0.500333	0.510667	0.866333	0
182	11	0.500333	0.509667	0.864667	0
182	12	0.500333	0.509333	0.864333	0
182	13	0.500667	0.506333	0.860667	0
182	14	0.501	0.511	0.868667	0
182	15	0.502333	0.504333	0.857	0
182	16	0.500667	0.51	0.866333	0
182	17	0.501333	0.514667	0.877	0
182	18	0.500667	0.505	0.857333	0
182	19	0.501333	0.509667	0.866667	0
182	20	0.502	0.504333	0.856333	0
182	21	0.500667	0.503667	0.855333	0
182	22	0.502333	0.538	0.886	0
182	23	0.500667	0.509667	0.866	0
182	24	0.500333	0.502667	0.848667	0
182	25	0.501	0.512	0.872333	0
182	26	0.501667	0.538333	0.885333	0
182	27	0.501667	0.505667	0.861333	0
182	28	0.500333	0.512333	0.87	0
182	29	0.501667	0.539	0.885667	0
182	30	0.500333	0.509	0.863333	0
182	31	0.500333	0.503333	0.849333	0
182	32	0.501333	0.538667	0.884667	0
182	33	0.500333	0.510333	0.865333	0
182	34	0.501	0.504333	0.856	0
182	35	0.501333	0.509333	0.866333	0
182	36	0.500333	0.521333	0.880333	0
182	37	0.500667	0.503333	0.851	0
182	38	0.501667	0.512333	0.874	0
182	39	0.500333	0.511667	0.868	0
182	40	0.502333	0.504	0.856333	0
182	41	0.502	0.511	0.871	0
182	42	0.500333	0.505333	0.856	0
182	43	0.500667	0.504667	0.856	0
182	44	0.500667	0.519333	0.881	0
182	45	0.503	0.517667	0.882667	0
182	46	0.501	0.523333	0.883667	0
182	47	0.500667	0.521333	0.882667	0
182	48	0.501667	0.511	0.870333	0
182	49	0.502667	0.537667	0.886	0
182	50	0.500333	0.502	0.846	0
182	51	0.501	0.505333	0.859667	0
182	52	0.502	0.538667	0.885667	0
182	53	0.501667	0.512	0.872667	0
182	54	0.501	0.510333	0.867667	0
182	55	0.501333	0.518667	0.883667	0
182	56	0.501333	0.506333	0.864	0
182	57	0.501333	0.505	0.858667	0
182	58	0.500667	0.506	0.860333	0
182	59	0.500333	0.516667	0.877667	0
182	60	0.500667	0.516667	0.880333	0
182	61	0.501667	0.517333	0.881333	0
182	62	0.500667	0.521	0.882333	0
182	63	0.500667	0.512333	0.872	0
182	64	0.501333	0.516	0.879333	0
182	65	0.501	0.511333	0.870333	0
182	66	0.500333	0.502333	0.848	0
182	67	0.500667	0.507333	0.865	0
182	68	0.501667	0.518333	0.883667	0
182	69	0.501333	0.511667	0.872333	0
182	70	0.501	0.515	0.878667	1
182	71	0.500333	0.522333	0.882	0
182	72	0.502333	0.517	0.881333	0
182	73	0.500333	0.506667	0.860667	0
182	74	0.501667	0.514333	0.877	0
182	75	0.501333	0.539	0.885	0
182	76	0.500667	0.514667	0.874667	0
182	77	0.502333	0.537333	0.885333	0
182	78	0.500667	0.520667	0.881667	0
182	79	0.501	0.54	0.885667	0
182	80	0.502	0.539	0.886	0
182	81	0.501	0.502667	0.849	0
182	82	0.501	0.512667	0.873	0
182	83	0.501333	0.516667	0.880667	0
182	84	0.500667	0.512	0.871333	0
182	85	0.501	0.514333	0.876667	0
182	86	0.502333	0.511667	0.873667	0
182	87	0.501	0.506	0.862	0
182	88	0.501333	0.518333	0.883333	0
182	89	0.501333	0.511333	0.870667	0
182	90	0.500667	0.515	0.877333	0
182	91	0.501333	0.517667	0.882333	0
182	92	0.501	0.513333	0.873667	0
182	93	0.500333	0.517667	0.88	0
182	94	0.501	0.504	0.855667	0
182	95	0.501333	0.506667	0.865667	0
182	96	0.503333	0.517	0.882	0
182	97	0.502333	0.518667	0.884333	0
182	98	0.501333	0.506	0.863333	0
182	99	0.500333	0.516333	0.876	0
182	100	0.502667	0.507333	0.867	0
182	101	0.502	0.508	0.867333	0
182	102	0.501667	0.507	0.866667	0
182	103	0.502333	0.505333	0.861	0
182	104	0.501	0.539	0.884	0
182	105	0.500667	0.503	0.849	0
182	106	0.501	0.516333	0.879667	0
182	107	0.500667	0.511667	0.871	0
182	108	0.502333	0.538667	0.886333	0
182	109	0.500333	0.511333	0.867667	0
182	110	0.501333	0.512667	0.873667	0
182	111	0.501	0.518667	0.883333	0
182	112	0.501333	0.511	0.869333	0
182	113	0.501	0.511667	0.872	0
182	114	0.502	0.505	0.859667	0
182	115	0.500333	0.511	0.867	0
182	116	0.501333	0.513667	0.876	0
182	117	0.502	0.512	0.873667	0
182	118	0.502	0.505667	0.864	0
182	119	0.501	0.518	0.881333	0
182	120	0.500667	0.510333	0.867	0
182	121	0.501333	0.524333	0.884333	0
182	122	0.501667	0.511333	0.871667	0
182	123	0.500667	0.515667	0.878333	0
182	124	0.500333	0.522	0.881667	0
182	125	0.501333	0.517	0.881	0
182	126	0.500667	0.539333	0.884667	0
182	127	0.501333	0.516333	0.88	0
182	128	0.501	0.514	0.875333	0
182	129	0.501333	0.539333	0.885667	0
182	130	0.500667	0.508	0.865667	0
182	131	0.501	0.507333	0.865667	0
182	132	0.501	0.506333	0.863667	0
182	133	0.501333	0.513333	0.874	0
182	134	0.501667	0.506333	0.864333	0
182	135	0.502333	0.506667	0.866333	0
182	136	0.501667	0.508333	0.867333	0
183	1	0.5	0.509333	0.865	0
183	2	0.5	0.515333	0.875667	0
183	3	0.501333	0.508333	0.878	0
183	4	0.501667	0.506333	0.874	0
183	5	0.501333	0.502667	0.854	0
183	6	0.502	0.504667	0.862667	0
183	7	0.501	0.503	0.857	0
183	8	0.500667	0.506	0.870667	0
183	9	0.500667	0.514	0.886333	0
183	10	0.500333	0.512	0.882667	0
183	11	0.5	0.509	0.864	0
183	12	0.500667	0.51	0.879667	0
183	13	0.502	0.507333	0.876667	0
183	14	0.501667	0.505667	0.869333	0
183	15	0.500333	0.510333	0.880333	0
183	16	0.501333	0.512333	0.884	0
183	17	0.501	0.506333	0.872667	0
183	18	0.500333	0.515	0.885667	0
183	19	0.501	0.507667	0.875667	0
183	20	0.500667	0.513667	0.885333	0
183	21	0.501333	0.514	0.887667	0
183	22	0.502	0.51	0.881333	0
183	23	0.500667	0.503	0.855333	0
183	24	0.500667	0.507333	0.873667	0
183	25	0.501	0.505333	0.867	0
183	26	0.501	0.504667	0.861	0
183	27	0.502667	0.513667	0.888667	0
183	28	0.501	0.509333	0.879333	0
183	29	0.500667	0.507667	0.875333	0
183	30	0.500667	0.504667	0.859667	0
183	31	0.501333	0.510333	0.882333	0
183	32	0.500333	0.505333	0.866333	0
183	33	0.502667	0.505333	0.867667	0
183	34	0.500667	0.503333	0.857333	0
183	35	0.500667	0.504333	0.859	0
183	36	0.500333	0.508	0.874333	0
183	37	0.501333	0.510667	0.882667	0
183	38	0.502	0.509667	0.880667	0
183	39	0.501	0.508667	0.877	0
183	40	0.501667	0.513667	0.887333	0
183	41	0.501	0.503333	0.858333	0
183	42	0.500667	0.505	0.865333	0
183	43	0.503	0.516667	0.89	0
183	44	0.502	0.516333	0.888333	0
183	45	0.501333	0.509333	0.879667	0
183	46	0.501	0.508	0.876	0
183	47	0.500333	0.511667	0.881333	0
183	48	0.500333	0.505	0.865	0
183	49	0.501	0.508333	0.876667	0
183	50	0.502	0.512667	0.886667	0
183	51	0.500333	0.514667	0.885333	0
183	52	0.501	0.510667	0.881333	0
183	53	0.500667	0.511667	0.883	0
183	54	0.501667	0.506	0.872333	0
183	55	0.500667	0.502667	0.849667	0
183	56	0.500333	0.507333	0.870667	0
183	57	0.500667	0.511333	0.882667	0
183	58	0.500333	0.509333	0.877667	0
183	59	0.502333	0.505333	0.867333	0
183	60	0.503	0.511667	0.885333	0
183	61	0.501333	0.513667	0.886333	0
183	62	0.502667	0.512	0.885667	0
183	63	0.501	0.509	0.878667	0
183	64	0.501667	0.513333	0.886	0
183	65	0.501333	0.506	0.872	0
183	66	0.503	0.513333	0.888	0
183	67	0.500333	0.510667	0.880667	0
183	68	0.501667	0.514333	0.888	0
183	69	0.501	0.502667	0.852667	0
183	70	0.500333	0.506667	0.870333	0
183	71	0.500667	0.509333	0.878	0
183	72	0.502333	0.514333	0.888667	0
183	73	0.501333	0.504667	0.861667	0
183	74	0.501	0.507333	0.874667	0
183	75	0.500333	0.514333	0.884333	0
183	76	0.501333	0.509	0.879	0
183	77	0.500667	0.508667	0.876667	0
183	78	0.502667	0.516667	0.889667	0
183	79	0.502	0.512333	0.886333	0
183	80	0.500667	0.511	0.881333	0
183	81	0.502	0.511	0.883333	0
183	82	0.501333	0.506667	0.873	0
183	83	0.501	0.506	0.871667	0
183	84	0.500667	0.503667	0.858	0
183	85	0.503667	0.513667	0.889	0
183	86	0.501	0.504	0.859	0
183	87	0.500667	0.504	0.858667	0
183	88	0.502333	0.514667	0.889333	0
183	89	0.502333	0.514	0.888333	0
183	90	0.503	0.514333	0.889667	0
183	91	0.501667	0.511333	0.885	1
184	1	0.5	0.501667	0.810333	0
184	2	0.500333	0.501333	0.809	0
184	3	0.5	0.508667	0.874333	0
184	4	0.500333	0.501667	0.852667	0
184	5	0.501	0.501333	0.852	0
184	6	0.500667	0.506667	0.881	0
184	7	0.500333	0.504333	0.874333	0
184	8	0.500667	0.505	0.876	0
184	9	0.501	0.503333	0.875333	0
184	10	0.501	0.509333	0.882667	0
184	11	0.500667	0.514667	0.888	0
184	12	0.500667	0.504667	0.875333	0
184	13	0.500333	0.511667	0.883	0
184	14	0.501333	0.521	0.895667	0
184	15	0.500333	0.503	0.869	0
184	16	0.500333	0.504	0.872	0
184	17	0.501	0.521667	0.896	0
184	18	0.500667	0.514333	0.887	0
184	19	0.500667	0.516667	0.890667	0
184	20	0.501	0.512	0.886333	0
184	21	0.500667	0.519667	0.894	0
184	22	0.501	0.511333	0.885	0
184	23	0.501333	0.515	0.888667	0
184	24	0.500333	0.506667	0.88	0
184	25	0.501333	0.516333	0.893	0
184	26	0.501333	0.509333	0.883	0
184	27	0.500333	0.518	0.891333	0
184	28	0.501667	0.504	0.877333	0
184	29	0.502667	0.504333	0.877667	0
184	30	0.500333	0.512333	0.883333	0
184	31	0.501	0.520667	0.895	0
184	32	0.500667	0.502667	0.868667	0
184	33	0.500667	0.516333	0.888667	0
184	34	0.501333	0.504	0.877	0
184	35	0.500667	0.503333	0.871	0
184	36	0.501	0.505667	0.879667	0
184	37	0.501	0.505333	0.878667	0
184	38	0.501333	0.509667	0.883667	0
184	39	0.502	0.516667	0.893667	0
184	40	0.501667	0.519	0.895333	0
184	41	0.500333	0.514667	0.886	0
184	42	0.500333	0.516667	0.89	0
184	43	0.500667	0.517667	0.891333	0
184	44	0.501667	0.512333	0.887667	1
184	45	0.502	0.516	0.893	0
184	46	0.501333	0.515667	0.892333	0
184	47	0.501	0.507333	0.882	0
184	48	0.501333	0.503333	0.876667	0
184	49	0.500667	0.503	0.870667	0
184	50	0.500333	0.520333	0.894333	0
184	51	0.501667	0.505	0.877667	0
184	52	0.500667	0.509667	0.883	0
184	53	0.500333	0.511333	0.882667	0
184	54	0.500667	0.511667	0.885667	0
184	55	0.501	0.519333	0.893	0
184	56	0.501	0.506333	0.881667	0
184	57	0.501333	0.513333	0.887667	0
184	58	0.501333	0.519667	0.895333	0
184	59	0.501667	0.519333	0.896	0
184	60	0.502	0.520667	0.897333	0
184	61	0.500333	0.517333	0.890333	0
184	62	0.501333	0.515333	0.891667	0
184	63	0.500667	0.520667	0.894667	0
184	64	0.500667	0.510333	0.883333	0
184	65	0.500333	0.503667	0.869667	0
184	66	0.501333	0.518667	0.893667	0
184	67	0.501	0.516	0.892	0
184	68	0.500667	0.509333	0.882	0
184	69	0.501	0.51	0.883667	0
184	70	0.501	0.514333	0.887667	0
184	71	0.500667	0.504	0.872667	0
184	72	0.501333	0.522333	0.896333	0
184	73	0.500667	0.522333	0.896	0
184	74	0.501333	0.512	0.887	0
184	75	0.501	0.515333	0.889333	0
184	76	0.501	0.516667	0.892667	0
184	77	0.501	0.515667	0.891667	0
184	78	0.500667	0.506	0.88	0
184	79	0.501667	0.518667	0.894333	0
184	80	0.500667	0.508	0.881333	0
184	81	0.500333	0.510333	0.881667	0
184	82	0.501667	0.506667	0.882	0
184	83	0.501	0.514	0.887	0
184	84	0.502333	0.520333	0.897	0
184	85	0.502333	0.521	0.897667	0
184	86	0.502	0.520333	0.896333	0
185	1	0.5	0.504667	0.841	0
185	2	0.500333	0.502333	0.842667	0
185	3	0.501333	0.504333	0.859333	0
185	4	0.500667	0.502333	0.843	0
185	5	0.500333	0.505667	0.865333	0
185	6	0.500333	0.521667	0.878	0
185	7	0.500333	0.503667	0.855667	0
185	8	0.500333	0.524	0.881	0
185	9	0.503333	0.524333	0.886	0
185	10	0.502667	0.521667	0.883	0
185	11	0.500667	0.521	0.878667	0
185	12	0.501333	0.511	0.875	0
185	13	0.501	0.523	0.884667	0
185	14	0.500333	0.525	0.882333	0
185	15	0.501	0.503	0.853333	0
185	16	0.500667	0.502	0.841333	0
185	17	0.500667	0.522	0.879667	0
185	18	0.502	0.507667	0.873333	0
185	19	0.501667	0.520333	0.879	0
185	20	0.500333	0.521	0.877333	0
185	21	0.501	0.506333	0.867667	0
185	22	0.501333	0.522667	0.884667	0
185	23	0.500667	0.521667	0.879333	0
185	24	0.500667	0.522333	0.882667	0
185	25	0.500667	0.508333	0.873667	0
185	26	0.500667	0.520333	0.878333	0
185	27	0.500667	0.507667	0.871	0
185	28	0.500333	0.522333	0.88	0
185	29	0.501333	0.520667	0.879333	0
185	30	0.501	0.506667	0.869	0
185	31	0.503333	0.522667	0.885	0
185	32	0.501	0.522667	0.884	0
185	33	0.500333	0.512	0.874	0
185	34	0.500333	0.502	0.840667	0
185	35	0.502333	0.52	0.878333	0
185	36	0.500667	0.505667	0.865667	0
185	37	0.500333	0.504	0.857	0
185	38	0.501	0.507	0.87	0
185	39	0.501333	0.506667	0.870333	0
185	40	0.501333	0.507	0.870667	0
185	41	0.500333	0.526667	0.884	0
185	42	0.501333	0.507667	0.873	0
185	43	0.501667	0.507	0.871667	0
185	44	0.500333	0.506333	0.865667	0
185	45	0.500333	0.520333	0.876333	0
185	46	0.501333	0.511333	0.877	1
185	47	0.503333	0.522333	0.884667	0
185	48	0.501	0.520667	0.879	0
185	49	0.501333	0.522	0.883333	0
185	50	0.500667	0.522667	0.883	0
185	51	0.500667	0.504	0.857667	0
185	52	0.500667	0.512	0.875	0
185	53	0.501	0.506	0.867333	0
185	54	0.500333	0.523333	0.880667	0
185	55	0.503667	0.521667	0.883333	0
185	56	0.500667	0.501667	0.839333	0
185	57	0.500333	0.504667	0.858667	0
185	58	0.500667	0.526667	0.885	0
185	59	0.500667	0.503333	0.852667	0
185	60	0.501	0.516333	0.876667	0
185	61	0.501333	0.523333	0.885	0
185	62	0.500667	0.504667	0.860667	0
185	63	0.500667	0.503667	0.856333	0
185	64	0.501	0.521	0.879333	0
185	65	0.501	0.521333	0.881333	0
185	66	0.501	0.502333	0.848	0
185	67	0.501333	0.507333	0.871333	0
185	68	0.500667	0.503	0.852	0
185	69	0.501	0.516667	0.877	0
185	70	0.500333	0.509	0.872333	0
185	71	0.501333	0.520333	0.878667	0
185	72	0.500333	0.524333	0.882	0
185	73	0.500333	0.512333	0.875	0
185	74	0.501333	0.521667	0.882333	0
185	75	0.501333	0.508	0.873333	0
185	76	0.500667	0.509333	0.874	0
185	77	0.500667	0.506	0.867	0
185	78	0.500333	0.523	0.880333	0
185	79	0.500667	0.516667	0.875667	0
185	80	0.500667	0.515333	0.875333	0
185	81	0.503333	0.521333	0.882667	0
185	82	0.501333	0.516	0.878	0
185	83	0.501333	0.515667	0.877667	0
185	84	0.502	0.507333	0.872	0
185	85	0.502	0.508333	0.874333	0
185	86	0.500667	0.524667	0.884	0
185	87	0.501	0.511667	0.876333	0
185	88	0.501	0.522	0.883	0
185	89	0.500333	0.504333	0.857333	0
185	90	0.500667	0.507	0.869333	0
185	91	0.501	0.507667	0.872667	0
185	92	0.503333	0.522	0.884333	0
185	93	0.501667	0.522	0.883667	0
185	94	0.501667	0.520667	0.879667	0
185	95	0.500667	0.502667	0.851	0
186	1	0.5	0.507333	0.893	0
186	2	0.500667	0.507333	0.897333	0
186	3	0.501667	0.503667	0.885333	0
186	4	0.500667	0.507667	0.898333	0
186	5	0.502	0.506333	0.896333	0
186	6	0.500333	0.507	0.893333	0
186	7	0.501	0.504333	0.887	0
186	8	0.500333	0.505667	0.889667	0
186	9	0.500333	0.519333	0.903667	0
186	10	0.500333	0.503667	0.882	0
186	11	0.500333	0.508667	0.898667	0
186	12	0.502	0.507	0.898333	0
186	13	0.501	0.505333	0.893	0
186	14	0.501	0.504	0.886667	0
186	15	0.500333	0.502	0.873	0
186	16	0.501667	0.508667	0.901667	0
186	17	0.501	0.508	0.899333	0
186	18	0.500333	0.508333	0.898333	0
186	19	0.501333	0.505	0.891	0
186	20	0.502333	0.507333	0.898667	0
186	21	0.501333	0.506333	0.894667	0
186	22	0.501	0.505	0.889333	0
186	23	0.501667	0.508333	0.901	0
186	24	0.5	0.507	0.892667	0
186	25	0.501667	0.504667	0.889333	0
186	26	0.500667	0.504	0.885667	0
186	27	0.500333	0.504667	0.885667	0
186	28	0.501333	0.508	0.9	0
186	29	0.500333	0.504333	0.885333	0
186	30	0.501	0.503	0.880667	0
186	31	0.500667	0.506667	0.893	0
186	32	0.501	0.507667	0.898667	0
186	33	0.501667	0.506667	0.897333	0
186	34	0.500667	0.517333	0.905	0
186	35	0.500333	0.509667	0.901333	0
186	36	0.501	0.509667	0.903667	0
186	37	0.500667	0.508333	0.899333	0
186	38	0.501333	0.506667	0.896333	0
186	39	0.500333	0.501667	0.872667	0
186	40	0.500333	0.505	0.887333	0
186	41	0.501667	0.504333	0.889	0
186	42	0.500667	0.503333	0.880333	0
186	43	0.500667	0.504333	0.886333	0
186	44	0.500333	0.509333	0.899667	0
186	45	0.500667	0.502	0.873667	0
186	46	0.500667	0.505667	0.892667	0
186	47	0.501333	0.508667	0.901	0
186	48	0.501333	0.504667	0.888333	0
186	49	0.500667	0.509333	0.902667	0
186	50	0.501	0.506667	0.893667	0
186	51	0.501667	0.504	0.887333	0
186	52	0.500667	0.502333	0.875667	0
186	53	0.502	0.509667	0.904333	0
186	54	0.500333	0.508	0.895667	0
186	55	0.501333	0.503667	0.884667	0
186	56	0.501	0.505667	0.893333	0
186	57	0.501	0.510667	0.904667	0
186	58	0.501	0.503333	0.881	0
186	59	0.500333	0.503	0.879333	0
186	60	0.501	0.509	0.901667	0
186	61	0.501333	0.509333	0.903667	0
186	62	0.500667	0.503667	0.882333	0
186	63	0.500667	0.510333	0.903667	0
186	64	0.500667	0.505	0.888667	0
186	65	0.501333	0.51	0.904667	0
186	66	0.501333	0.509	0.902667	1
186	67	0.501	0.509333	0.903333	0
186	68	0.501	0.507	0.895667	0
186	69	0.500333	0.509	0.899333	0
186	70	0.501667	0.506	0.895	0
186	71	0.500333	0.507667	0.894	0
186	72	0.500667	0.511	0.904667	0
186	73	0.501	0.507333	0.898	0
186	74	0.500667	0.508667	0.9	0
186	75	0.500667	0.51	0.903333	0
186	76	0.500333	0.510333	0.903	0
186	77	0.501	0.504667	0.887333	0
186	78	0.501	0.510333	0.904333	0
186	79	0.500667	0.507	0.894333	0
187	1	0.5	0.505667	0.932	0
187	2	0.500333	0.503667	0.933667	0
187	3	0.5	0.503667	0.923	0
187	4	0.500333	0.502667	0.929	0
187	5	0.500667	0.503	0.932333	0
187	6	0.501	0.503667	0.935333	0
187	7	0.501	0.502333	0.929333	0
187	8	0.501333	0.503667	0.936	1
187	9	0.501	0.503333	0.934667	0
187	10	0.501333	0.503333	0.935667	0
187	11	0.500667	0.504333	0.935333	0
187	12	0.500333	0.503333	0.932333	0
187	13	0.502	0.506333	0.937667	0
187	14	0.500667	0.504	0.934667	0
187	15	0.501	0.505667	0.936333	0
187	16	0.500667	0.505667	0.935667	0
187	17	0.501333	0.504333	0.936667	0
187	18	0.502	0.504667	0.937	0
187	19	0.500667	0.506	0.936333	0
187	20	0.500333	0.505667	0.935333	0
187	21	0.501333	0.505333	0.937	0
187	22	0.501667	0.506	0.937333	0
188	1	0.5	0.504	0.869667	0
188	2	0.500667	0.502667	0.881667	0
188	3	0.500333	0.501333	0.873333	0
188	4	0.500333	0.503	0.880333	0
188	5	0.500667	0.507667	0.900667	1
188	6	0.500667	0.502	0.879	0
188	7	0.5	0.504333	0.885667	0
188	8	0.501333	0.503	0.887667	0
188	9	0.500667	0.503333	0.888667	0
188	10	0.500667	0.509667	0.902667	0
188	11	0.500667	0.509	0.901667	0
188	12	0.501	0.510333	0.904333	0
188	13	0.500667	0.51	0.903333	0
188	14	0.500667	0.505	0.893	0
188	15	0.500333	0.504	0.889333	0
188	16	0.500333	0.502	0.877667	0
188	17	0.501333	0.509333	0.902667	0
188	18	0.5	0.506667	0.896	0
188	19	0.500333	0.504667	0.891333	0
188	20	0.501	0.503	0.887333	0
188	21	0.500667	0.503667	0.891	0
188	22	0.501	0.505	0.894667	0
188	23	0.500333	0.503333	0.888	0
188	24	0.501	0.51	0.903667	0
188	25	0.501	0.506	0.898667	0
188	26	0.500667	0.505667	0.897	0
188	27	0.500667	0.504	0.892333	0
188	28	0.501	0.509333	0.902333	0
188	29	0.500667	0.509333	0.902	0
188	30	0.501	0.509	0.902	0
188	31	0.500667	0.510333	0.903667	0
188	32	0.500333	0.508333	0.901333	0
188	33	0.500333	0.503667	0.888667	0
188	34	0.500667	0.503	0.886	0
188	35	0.501333	0.509667	0.903667	0
188	36	0.501333	0.505667	0.898	0
188	37	0.501	0.505333	0.897	0
189	1	0.500667	0.502667	0.892667	0
189	2	0.500667	0.504333	0.894667	0
189	3	0.5	0.509333	0.903333	0
189	4	0.5	0.506667	0.894667	0
189	5	0.500667	0.507	0.901667	0
189	6	0.501333	0.506	0.901	0
189	7	0.500333	0.505	0.894667	0
189	8	0.501333	0.503667	0.894667	0
189	9	0.500667	0.503333	0.894333	0
189	10	0.500333	0.502667	0.892333	0
189	11	0.501	0.506667	0.901	0
189	12	0.501667	0.505667	0.901	0
189	13	0.500333	0.506667	0.899	0
189	14	0.500667	0.504667	0.895667	0
189	15	0.501333	0.506667	0.904	1
189	16	0.501	0.502667	0.893	0
189	17	0.501333	0.505667	0.897667	0
189	18	0.501667	0.507667	0.905	0
189	19	0.500333	0.507667	0.900333	0
189	20	0.500333	0.508	0.904	0
189	21	0.500667	0.503	0.893667	0
189	22	0.502333	0.507667	0.905667	0
189	23	0.501667	0.506333	0.903	0
189	24	0.501333	0.508667	0.905333	0
189	25	0.500333	0.503333	0.893	0
189	26	0.501333	0.509333	0.906	0
189	27	0.501667	0.508667	0.906	0
189	28	0.500667	0.505333	0.896333	0
189	29	0.500333	0.503667	0.893333	0
189	30	0.501	0.507667	0.904333	0
189	31	0.500667	0.510333	0.906667	0
189	32	0.501333	0.511	0.907	0
189	33	0.501	0.504333	0.895	0
189	34	0.500333	0.505667	0.896	0
189	35	0.501333	0.509667	0.906667	0
189	36	0.500667	0.505667	0.896667	0
189	37	0.500333	0.506333	0.897333	0
189	38	0.500667	0.509	0.905	0
189	39	0.501	0.507333	0.903667	0
189	40	0.500333	0.510667	0.905667	0
189	41	0.500333	0.51	0.904667	0
189	42	0.502	0.508333	0.906	0
190	1	0.5	0.507333	0.910667	0
190	2	0.500333	0.501667	0.881333	0
190	3	0.500333	0.502333	0.89	0
190	4	0.500333	0.503	0.898667	0
190	5	0.500333	0.51	0.919333	0
190	6	0.500667	0.504333	0.909333	0
190	7	0.500333	0.504333	0.909	0
190	8	0.500333	0.508	0.916667	0
190	9	0.500667	0.503333	0.902	0
190	10	0.500667	0.508	0.917333	0
190	11	0.500667	0.501667	0.89	0
190	12	0.500667	0.507333	0.915667	0
190	13	0.502	0.505333	0.913667	0
190	14	0.501	0.51	0.921	0
190	15	0.500333	0.502	0.889333	0
190	16	0.500333	0.506333	0.910333	0
190	17	0.500667	0.509	0.92	0
190	18	0.502	0.505667	0.914	0
190	19	0.500333	0.506667	0.911667	0
190	20	0.501	0.502	0.890333	0
190	21	0.500667	0.507	0.913	0
190	22	0.500667	0.505333	0.91	0
190	23	0.501333	0.509333	0.921	0
190	24	0.502	0.506	0.914333	0
190	25	0.501333	0.504667	0.912333	0
190	26	0.501667	0.504667	0.912667	0
190	27	0.501	0.503667	0.903	0
190	28	0.501	0.503	0.902	0
190	29	0.502	0.509333	0.922333	0
190	30	0.500667	0.503667	0.902667	0
190	31	0.500333	0.503667	0.899	0
190	32	0.501	0.506667	0.913667	0
190	33	0.501667	0.506	0.914	0
190	34	0.502	0.506333	0.914667	0
190	35	0.502	0.508	0.919667	0
190	36	0.501	0.508333	0.917667	0
190	37	0.500667	0.506333	0.912667	0
190	38	0.501333	0.507333	0.917	0
190	39	0.501	0.504	0.908333	0
190	40	0.500667	0.502333	0.890667	0
190	41	0.500667	0.505667	0.911667	0
190	42	0.501333	0.504333	0.911667	0
190	43	0.502333	0.508333	0.920667	0
190	44	0.501	0.507667	0.916	0
190	45	0.500333	0.507333	0.913667	0
190	46	0.501667	0.508333	0.92	0
190	47	0.501	0.502667	0.901667	0
190	48	0.501667	0.508	0.918333	0
190	49	0.501333	0.506667	0.915667	0
190	50	0.501333	0.51	0.921667	0
190	51	0.502	0.508667	0.920333	0
190	52	0.501	0.507	0.914667	0
190	53	0.500667	0.510667	0.920333	0
190	54	0.501	0.509333	0.920667	0
190	55	0.501667	0.509333	0.921333	0
190	56	0.501	0.505333	0.911667	0
190	57	0.501	0.505	0.911	0
190	58	0.500667	0.503	0.901333	0
190	59	0.501667	0.509	0.920667	0
190	60	0.501	0.503333	0.902667	0
190	61	0.501333	0.505667	0.913667	0
190	62	0.501333	0.507	0.916333	0
190	63	0.501	0.504333	0.910333	0
190	64	0.502333	0.507667	0.919333	1
190	65	0.502333	0.508667	0.921	0
190	66	0.500333	0.509	0.919	0
